Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
1936,00-12-01-006,11/29/99,201,West 11th Street,Mn,GV,"Shopfront, neon",1,0
1937,00-12-01-007,11/29/99,148,Hoyt Street,Bn,BOE,Painting,1,1
1938,00-12-01-008,11/29/99,16,Commerce Street,Mn,GV,Wall sign,1,0
1940,00-12-03-010,12/3/99,308,Clermont Avenue,Bn,FG,Preparing to remove cornice; 9 Dec 99: Façade work,1,0
1942,00-12-06-012,12/4/99,35-30,87th Street,Qn,JH,"Brick work, iron work",1,1
1943,00-12-06-013,12/6/99,,East 52nd Street,Mn,NOT DESIGNATED,Features destroyed,1,0
1945,00-12-09-015,12/6/99,[10],East 21st Street,Mn,LM,TCC Teleplex phone,1,1
1946,00-12-10-016,12/10/99,60,West 10th Street,Mn,GV,Holiday decorations,1,0
1948,00-12-14-018,12/11/99,[1927 - 1933],Newkirk Avenue,Bn,DP,Sign; 20 Mar 02: For Sale sign; 7/25/2007: Driveway and masonry,1,1
1949,00-12-14-019,12/13/99,261,West 85th Street,Mn,IL,Razor wire,1,1
1950,00-12-14-020,12/6/99,505,Columbus Avenue,Mn,UWS,Stoop Alterations,1,1
1951,00-12-14-021,12/7/99,161,7th Avenue South,Mn,GV,"Box awning, sign",1,1
1952,00-12-14-022,12/7/99,[200 - 218],West 12th Street,Mn,GV,Massive tanks,1,0
1953,00-12-14-023,12/7/99,590,West End Avenue,Mn,RWE,"Lights, conduit",1,1
1954,00-12-14-024,12/7/99,600,West End Avenue,Mn,RWE,"Lights, conduit",1,1
1955,00-12-14-025,12/7/99,18,Commerce Street,Mn,GV,Billboard,1,1
1956,00-12-14-026,12/8/99,82,Franklin Street,Mn,TRIE,Rooftop Addt.,1,1
1957,00-12-14-027,12/8/99,24,East 73rd Street,Mn,UES,Canopy,1,0
1958,00-12-14-028,12/9/99,[80-82],Orange Street,Bn,BH,Hair Salon sign,1,1
1959,00-12-14-029,12/9/99,,Kane Street,Bn,COB,Saftey sign,1,0
1961,00-12-15-031,12/15/99,96,Greenwich Avenue,Mn,GV,Door,1,1
1962,00-12-15-032,12/15/99,21,West 9th Street,Mn,GV,Signs hanging from awning,1,0
1963,00-12-15-033,12/15/99,182,West 4th Street,Mn,NOT DESIGNATED,Neon,1,0
1964,00-12-16-034,12/16/99,34-38,85th Street,Qn,JH,"3rd floor rear windows; 5 Dec 00: Door, windows at rear, window at front",1,0
1965,00-12-20-035,12/18/99,25,Bethune Street,Mn,GV,Removed windows,1,0
1966,00-12-20-036,12/19/99,28,Greenwich Avenue,Mn,GV,Beauty salon awning,1,0
1967,00-12-21-037,12/21/99,188,St. John's Place,Bn,PS,Fence replaced,1,1
1968,00-12-22-038,12/22/99,61,Greenwich Avenue,Mn,GV,Sidewalk replacement,1,0
1969,00-12-22-039,12/22/99,110,West 87th Street,Mn,UWS,Painting,1,1
1970,00-12-22-040,12/21/99,195,Midwood Street,Bn,PLG,Planning to replace windows,1,1
1971,00-01-03-001,12/27/99,162,West 73rd Street,Mn,UWS,Façade work,1,0
1972,00-01-03-002,12/29/99,325,Greenwich Street,Mn,TRIW,Installing enclosed sidewalk café,1,0
1973,00-01-03-003,12/29/99,313,East 58th Street,Mn,IL,Painting,1,0
1974,00-01-03-004,12/6/99,331,West 87th Street,Mn,RWE,Retaining wall in disrepair,1,0
1975,00-01-03-005,12/29/99,352,Adelphi Street,Bn,FG,Façade work; 20 June 00: sidewalk removed.,1,0
1976,00-01-03-006,1/3/00,37-37,79th Street,Qn,JH,Windows; 4 Jan 00: doors,1,0
1977,00-01-03-007,1/3/00,82-01,Roosevelt Avenue,Qn,JH,Awning to 2nd floor SF,1,1
1978,00-01-03-008,1/3/00,559,Hudson Street,Mn,GV,Roll-gates,1,1
1979,00-01-05-009,1/5/00,310,State Street,Bn,IL,Iron gate,1,1
1980,00-01-05-010,1/5/00,324,State Street,Bn,IL,Painted purple,1,0
1981,00-01-05-011,1/5/00,94 - 106,Atlantic Avenue,Bn,COB,Deteriorating Condition,1,1
1982,00-01-05-012,1/5/00,[911-917],7th Avenue,Mn,IL,Signs on scaffolding,1,0
1983,00-01-06-013,1/6/00,3,East 92nd Street,Mn,CAR,Painted sidewalk,1,0
1984,00-01-06-014,1/6/00,1290,Madison Avenue,Mn,CARE,Rooftop addition,1,0
1986,00-01-10-016,1/10/00,,159th Street,Qn,IL,Fence in disrepair,1,0
1987,00-01-10-017,1/10/00,85-23,37th Avenue,Qn,JH,Projecting sign; 7 Feb 01: awning,1,1
1988,00-01-10-018,1/10/00,83-19,37th Avenue,Qn,JH,Phone store shopfront; 7 Feb 01: roll-gates,1,1
1989,00-01-10-019,1/10/00,50,West 72nd Street,Mn,UWS,"Awning; 16 May 00: security gates, lighting",1,1
1990,00-01-11-020,1/11/00,151,West 82nd Street,Mn,UWS,Doors,1,1
1991,00-01-11-021,1/11/00,21,West 17th Street,Mn,LM,"Satellite dish, equipment at roof & rear 3rd floor",1,0
1992,00-01-12-022,1/12/00,31 - 35,West 21st Street,Mn,LM,Billboard,1,1
1995,00-01-14-025,1/12/00,945,Madison Avenue,Mn,UES,Entrance enclosure; 13 Mar 00: Stantions at canopy,1,0
1996,00-01-14-026,1/14/00,555,Columbus Avenue,Mn,UWS,Awning & neon,1,1
1997,00-01-14-027,1/14/00,78,Reade Street,Mn,TRIS,Interior Alterations,1,1
1998,00-01-18-028,1/17/00,170,Court Street,Bn,COB,Awning,1,1
1999,00-01-18-029,1/17/00,333,Henry Street,Bn,COB,Awning,1,1
2000,00-01-18-030,1/18/00,34-06,82nd Street,Qn,JH,Interior alterations,1,0
2001,00-01-18-031,10/2/98,[37-12],82nd Street,Qn,JH,LTR Jeans awning extends over pier,1,1
2002,00-01-24-032,1/24/00,35-48,84th Street,Qn,JH,Windows,1,1
2003,00-01-25-033,1/25/00,39,West 23rd Street,Mn,LM,Signage,1,1
2004,00-01-26-034,1/26/00,127,West 12th Street,Mn,GV,Windows,1,0
2005,00-01-28-035,1/28/00,12,West 72nd Street,Mn,UWS,Oliver Cromwell bust,1,0
2006,00-01-28-036,1/28/00,183,Prospect Park West,Bn,PS,Door; 2 Feb 00: reconfigured entryway & façade,1,0
2007,00-01-31-037,1/31/00,[55 - 57],West 87th Street,Mn,UWS,Mural at Community Garden,1,0
2008,00-01-31-038,1/31/00,132,West 10th Street,Mn,GV,"Windows, sidewalk, lighting & conduits",1,0
2009,00-01-31-039,1/31/00,155,Atlantic Avenue,Bn,BH,Awning,1,1
2010,00-01-31-040,1/31/00,[749-750],Fifth Avenue,Bn,IL,Gates,1,1
2011,00-02-01-001,2/1/00,1925,Adam Clayton Powell  Jr Boulevard,Mn,IL,Windows; 3 Feb 00: Potential new work,1,1
2012,00-02-02-002,2/2/00,143,West 72nd Street,Mn,UWS,Shopfront removed; 21 Mar 00: shopfront replaced,1,0
2013,00-02-02-003,2/2/00,691,Madison Avenue,Mn,UES,"Removed façade, SF; 19 Sept 00: Installed figure at roof",1,0
2014,00-02-02-004,2/2/00,494,Broome Street,Mn,SOHO,Planning to install a sign,1,0
2015,00-02-03-005,2/3/00,430,Waverly Avenue,Bn,CLIN,Removing garden wall; 22 June 00: security gate & pillars,1,0
2016,00-02-04-006,2/4/00,302,Columbus Avenue,Mn,UWS,Stoop alterations,1,1
2017,00-02-04-007,2/4/00,450,6th Avenue,Mn,GV,Gazebo at roof,1,1
2018,00-02-09-008,2/9/00,323,West 80th Street,Mn,RD80,Sign at garage door,1,1
2019,00-02-09-009,2/9/00,34-24,82nd Street,Qn,JH,Pipes installed at rear façade,1,0
2020,00-02-10-010,2/10/00,228,West 10th Street,Mn,GV,Shopfront alterations,1,1
2021,00-02-10-011,2/10/00,37-21,85th Street,Qn,JH,"7' high ""For Sale"" sign",1,0
2022,00-02-10-012,2/10/00,337,West 22nd Street,Mn,CHE2,Removing stucco coating,1,0
2024,00-02-10-014,2/10/00,23,East 9th Street,Mn,GV,Interior Alterations; 2 May 01: windows,1,1
2026,00-02-14-016,2/14/00,1321,Madison Avenue,Mn,IL,Awnings,1,1
2028,00-02-15-018,2/15/00,14,Willoughby Avenue,Bn,FG,Fence; 18 Aug 00: curb cut & other work,1,1
2029,00-02-15-019,2/15/00,85-04,37th Avenue,Qn,JH,Sign replaced; 28 July 00: awning,1,1
2030,00-02-16-020,2/16/00,142,East 71st Street,Mn,UES,Through-the-wall a/c units at 7th floor,1,1
2031,00-02-17-021,2/17/00,161,West 72nd Street,Mn,UWS,Straight from the Crate awning,1,0
2032,00-02-17-022,2/17/00,37-28,85th Street,Qn,JH,Shopfront being removed,1,0
2033,00-02-17-023,2/17/00,404,Richmond Terrace,SI,SG,Columns painted blue,1,1
2036,00-02-17-026,2/17/00,24,Remsen Street,Bn,BH,Fence moved.,1,1
2037,00-02-21-027,2/21/00,131,West 82nd Street,Mn,UWS,Door,1,1
2038,00-02-22-028,2/22/00,,Old Fulton Street,Bn,FF,Traffic lights,1,0
2039,00-02-22-029,2/22/00,12,Willoughby Avenue,Bn,FG,Building being altered.,1,1
2040,00-02-22-030,2/22/00,53,Hudson Avenue,Bn,VIN,Building being altered,1,0
2041,00-02-22-031,2/22/00,57,West 94th Street,Mn,UWS,Work being done,1,0
2042,00-02-22-032,2/22/00,25,West 94th Street,Mn,UWS,Awning,1,0
2043,00-02-22-033,2/22/00,35,West 94th Street,Mn,UWS,Awning,1,1
2044,00-02-22-034,2/22/00,13,West 94th Street,Mn,UWS,"Windows, ironwork",1,0
2045,00-02-23-035,2/23/00,142,Duane Street,Mn,TRIS,Large balconies,1,0
2046,00-02-23-036,2/23/00,116 or 120 [114!],Pacific Street,Bn,COB,Ramp at Pollack Building,1,0
2047,00-02-23-037,2/23/00,121,East 78th Street,Mn,UES,Windows removed.,1,0
2048,00-02-23-038,2/23/00,72,Grove Street,Mn,GV,Windows,1,1
2049,00-02-23-039,2/23/00,45,West 21st Street,Mn,LM,Removal of parts of shopfront windows,1,1
2050,00-02-23-040,2/17/00,678,6th Avenue,Mn,LM,Painted wall sign,1,1
2052,00-02-24-042,2/24/00,103,Prince Street,Mn,SOHO,Window opening altered.,1,0
2053,00-02-24-043,2/24/00,255,West 12th Street,Mn,GV,Windows,1,1
2054,00-02-25-044,2/25/00,304,Waverly Avenue,Bn,CLIN,"Doors replaced, interior alterations",1,0
2056,00-02-25-046,2/25/00,35,East 18th Street,Mn,LM,"Signage, awnings, conduit, painting, lighting",1,1
2057,00-02-29-047,2/29/00,5,West 87th Street,Mn,UWS,Extension at rear of building,1,0
2058,00-02-29-048,2/29/00,24,8th Avenue,Mn,GV,"Fumes; 10 Apr 00: blocked windows, ventilation pipe installed at rear; 25 Jan 02: work.",1,1
2059,00-02-29-049,2/29/00,291 1/2,West 12th Street,Mn,GV,Telephone box attached at rear,1,0
2060,00-02-29-050,2/29/00,100 - 104,Christopher Street,Mn,GV,Neon,1,1
2061,00-03-01-001,3/1/00,207,Fenimore Street,Bn,PLG,"Porch pillars, stoop, satellite dish",1,1
2062,00-03-01-002,3/1/00,261,Fenimore Street,Bn,PLG,"Resurfacing stoop & ground floor, paint removal, repointing,",1,1
2064,00-03-03-004,3/3/00,107,West 11th Street,Mn,GV,Removing brownstone elements,1,1
2065,00-03-03-005,2/1/00,77,West 11th Street,Mn,GV,Telephones stands at West 11th Street curbside.,1,0
2066,00-03-03-006,2/16/00,687,Madison Avenue,Mn,UES,Flagpole,1,0
2067,00-03-03-007,2/16/00,927,Madison Avenue,Mn,UES,"Awnings, Lighting",1,1
2068,00-03-03-008,2/20/00,931,Madison Avenue,Mn,UES,Through-wall HVAC at 2nd floor,1,1
2069,00-03-03-009,2/24/00,,West 4th Street,Mn,GV,"""Adult"" use shops",1,0
2070,00-03-03-010,3/3/00,110,East 73rd Street,Mn,UES,Rear porch,1,0
2072,00-03-06-012,3/6/00,113,West 74th Street,Mn,UWS,Roof-top addition,1,0
2073,00-03-06-013,3/6/00,,Lafayette Avenue,Bn,CLIN,Newspaper vending machines,1,0
2074,00-03-06-014,3/6/00,9,Charlton Street,Mn,CKV,White/paint sealant at rear façade,1,0
2075,00-03-06-015,3/6/00,626,Hudson Street,Mn,GV,Removing façade; 26 Mar 01: payphone,1,1
2076,00-03-06-016,3/6/00,117 or 119,Fort Greene Place,Bn,NOT DESIGNATED,Preparing to do constuction,1,0
2077,00-03-06-017,3/6/00,37-31,82nd Street,Qn,JH,Roxanna Joyeria sign,1,1
2078,00-03-07-018,3/7/00,146,West 10th Street,Mn,GV,"Chemical wash & power wash, metal bars",1,0
2079,00-03-07-019,3/7/00,311,Forest Road,Qn,DOUG,Work,1,1
2080,00-03-08-020,3/8/00,89,Greenwich Avenue,Mn,GV,Lighting,1,1
2081,00-03-08-021,3/8/00,113,West 74th Street,Mn,UWS,Rooftop addition,1,0
2082,00-03-08-022,3/8/00,59,Horatio Street,Mn,GV,Work; 2 Apr 00: windows; 2 Oct 00: Platforms at roof,1,1
2083,00-03-08-023,3/8/00,466,Columbus Avenue,Mn,UWS,Shopfront altered (Associated Supermarket),1,0
2084,00-03-08-024,3/8/00,5,West 86th Street,Mn,UWS,Windows replaced.,1,0
2085,00-03-08-025,3/8/00,101,West 70th Street,Mn,UWS,"Renovations, concrete structure at sidewalk",1,0
2086,00-03-10-026,3/8/00,259,West 90th Street,Mn,RWE,Windows,1,1
2088,00-03-10-028,3/8/00,1150,Fifth Avenue,Mn,CARE,Work at roof; 21 July 00: 9th floor windows; 7 Aug 01: antennas,1,1
2089,00-03-10-029,3/10/00,34-22,87th Street,Qn,JH,"Steel bars, bleaching bricks or painting, removal of shutters",1,1
2090,00-03-13-030,3/13/00,,Grand Street,Mn,NOT DESIGNATED,Billboard,1,0
2091,00-03-13-031,3/8/00,19,West 87th Street,Mn,UWS,Windows,1,1
2092,00-03-13-032,3/13/00,72,Poplar Street,Bn,BH,Cinder block installation (POLICE STATION),1,0
2093,00-03-15-033,3/13/00,261 - 267,Columbus Avenue,Mn,UWS,Shopfront alterations.,1,1
2094,00-03-15-034,3/15/00,445 - 447,6th Avenue,Mn,GV,"Shed at roof; 6 Nov 00: brick replacement, not reusing bricks; 27 Dec 00: windows; 27 June 02:banner",1,0
2095,00-03-15-035,3/15/00,323A,Greenwich Street,Mn,TRIW,Railing for sidewalk café,1,0
2096,00-03-15-036,3/15/00,29,Fifth Avenue,Mn,GV,Wooden box,1,0
2097,00-03-16-037,3/16/00,30,East 70th Street,Mn,UES,Removal of stone panels,1,0
2098,00-03-16-038,3/16/00,86,Horatio Street,Mn,GV,Windows at front & rear,1,0
2099,00-03-16-039,3/16/00,122,East 42nd Street,Mn,IL,Removing Art-Deco facing,1,0
2100,00-03-16-040,3/16/00,72,West 10th Street,Mn,GV,Posts at trees,1,0
2101,00-03-16-041,3/16/00,80-02,37th Avenue,Qn,JH,Long awnings,1,0
2102,00-03-16-042,3/16/00,35-63,78th Street,Qn,JH,Floodlights above windows,1,0
2103,00-03-16-043,3/16/00,806,Shore Road,Qn,DOUG,Windows,1,0
2104,00-03-17-044,3/17/00,166,Hicks Street,Bn,BH,HVAC cuts,1,0
2105,00-03-17-045,3/17/00,56,Garden Place,Bn,BH,HVAC cuts at State Street façade,1,0
2106,00-03-20-046,3/18/00,2354,7th Avenue,Mn,SNIC,Signage,1,1
2107,00-03-20-047,3/20/00,791,Carroll Street,Bn,PS,Work at windows,1,0
2108,00-03-21-048,3/21/00,62,West 10th Street,Mn,GV,Illuminated signage,1,0
2109,00-03-21-049,3/21/00,42,Perry Street,Mn,GV,Windows replaced.,1,0
2110,00-03-22-050,3/22/00,174 - 176,Fifth Avenue,Mn,LM,Dismantling shopfront,1,1
2111,00-03-22-051,3/22/00,307,West 89th Street,Mn,RWE,Windows,1,0
2112,00-03-22-052,3/22/00,29,Bethune Street,Mn,GV,Work at interior & rear; 11 Apr 00: windows,1,1
2113,00-03-22-053,3/17/00,153,West 85th Street,Mn,UWS,Satellite dish,1,1
2114,00-03-22-054,3/20/00,366,Columbus Avenue,Mn,UWS,Telephone,1,1
2115,00-03-23-055,3/23/00,,6th Avenue,Mn,GV,Poles installed,1,0
2116,00-03-23-056,3/16/00,30,East 71st Street,Mn,UES,Masonry block replacement,1,0
2117,00-03-24-057,3/24/00,131,West 77th Street,Mn,UWS,"Aluminum windows, HVAC cuts",1,0
2118,00-03-25-058,3/25/00,121,East 91st Street,Mn,CARE,Brownstone work,1,1
2119,00-03-25-059,3/25/00,36,East 75th Street,Mn,UES,Fence,1,1
2121,00-03-25-061,3/25/00,24,East 78th Street,Mn,UES,Door,1,0
2122,00-03-25-062,3/25/00,21,East 67th Street,Mn,UES,Display case,1,0
2123,00-03-25-063,3/25/00,130A,East 70th Street,Mn,UES,Metal signage,1,1
2124,00-03-25-064,3/25/00,26,East 64th Street,Mn,UES,Canopies,1,1
2125,00-03-25-065,3/25/00,12,East 73rd Street,Mn,UES,Railings,1,0
2126,00-03-25-066,3/25/00,950,Fifth Avenue,Mn,UES,8th & 9th floor Fifth Avenue windows,1,0
2127,00-03-27-067,3/27/00,115,St. Mark's Place,SI,SG,Work,1,1
2128,00-03-27-068,3/27/00,81,Greenwich Avenue,Mn,GV,Façade work,1,1
2129,00-03-27-069,3/27/00,178,East 73rd Street,Mn,IL,Demolition at rear,1,0
2130,00-03-27-070,3/27/00,47,West 8th Street,Mn,GV,Removed 2nd floor windows,1,0
2131,00-03-27-071,3/27/00,10,Columbia Place,Bn,BH,Paving,1,0
2132,00-03-27-072,2/27/00,165,Mercer Street,Mn,SOHO,Neon,1,0
2133,00-03-28-073,3/28/00,21,West 10th Street,Mn,GV,"Sidewalk replaced, tree guard installed",1,0
2134,00-03-29-074,3/29/00,470,6th Avenue,Mn,GV,"Shopfront painted;31Dec02:prep. to paint, window altered into door;14Feb03:sign;24Apr03:green doors",1,1
2135,00-03-29-075,3/29/00,155,West 78th Street,Mn,UWS,Stoop & façade work,1,0
2136,00-03-29-076,3/29/00,157,East 71st Street,Mn,UES,Door replaced; 10 Oct 00: shopfront,1,0
2138,00-03-30-078,3/30/00,12,East 81st Street,Mn,MET,Railing removed; 30 Jan 01: windows at ground floor replaced.,1,1
2139,00-03-30-079,3/30/00,15,East 81st Street,Mn,MET,Satellite tower,1,0
2140,00-03-30-080,3/30/00,6,East 81st Street,Mn,MET,Roof railing,1,0
2141,00-03-30-081,3/30/00,156,Wooster Street,Mn,SOHO,Painted sign,1,1
2142,00-03-30-082,3/30/00,[17-25],8th Avenue,Bn,PS,Aluminum ductwork,1,1
2143,00-03-31-083,3/31/00,310,Hicks Street,Bn,BH,"Rear yard additon, removal of part of fire escape at rear",1,1
2144,00-03-31-084,3/31/00,144,West 10th Street,Mn,GV,Façade work,1,0
2145,00-03-31-085,3/31/00,76-17,37th Avenue,Qn,NOT DESIGNATED,Furniture King awning,1,0
2146,00-03-31-086,3/31/00,[24-26],East 66th Street,Mn,UES,Sign,1,0
2147,00-03-31-087,3/31/00,80,Riverside Drive,Mn,RD80,Blue awning,1,0
2148,00-03-31-088,3/31/00,285,West 11th Street,Mn,GV,Removal of windows,1,0
2150,00-03-31-090,3/7/00,1287,Madison Avenue,Mn,CAR,Awning,1,1
2151,00-04-03-001,4/2/00,160,Noble Street,Bn,GP,Awning,1,1
2152,00-04-05-002,4/5/00,20,West 20th Street,Mn,LM,Lighting,1,0
2154,00-04-05-004,4/1/00,82-02,37th Avenue,Qn,JH,Work in violation,1,0
2155,00-04-05-005,4/5/00,271,West 4th Street,Mn,GV,Preparing to demolish,1,0
2156,00-04-05-006,4/5/00,49,West 72nd Street,Mn,UWS,Awning & gate,1,1
2157,00-04-07-007,4/7/00,16,West 21st Street,Mn,LM,"Flagpole, planters, guardrails",1,1
2158,00-04-07-008,4/7/00,246,West 10th Street,Mn,GV,Construction work,1,1
2159,00-04-10-009,4/10/00,121,East 95th Street,Mn,CARE,Sidewalk alterations,1,0
2162,00-04-11-012,4/11/00,,Hudson Street,Mn,GV,Sidewalk paving replaced.,1,0
2163,00-04-12-013,4/12/00,274,Henry Street,Bn,BH,Façade work,1,0
2164,00-04-12-014,4/12/00,38,East 68th Street,Mn,UES,Removing details,1,0
2165,00-04-12-015,4/11/00,136,East 19th Street,Mn,GPK,"Window boxes, incomplete balcony restoration",1,0
2166,00-04-12-016,4/7/00,348,Manor Road,Qn,DOUG,Windows at sunporch,1,0
2168,00-04-12-018,4/7/00,122,Grosvenor Street,Qn,DOUG,Plywood on porch,1,0
2169,00-04-12-019,4/7/00,17,Grosvenor Street,Qn,DOUG,Work,1,0
2170,00-04-13-020,4/13/00,159,West 80th Street,Mn,UWS,"1 story addition at rear, parapet in disrepair",1,0
2171,00-04-13-021,4/13/00,161,West 80th Street,Mn,UWS,"Interior alterations, possible addition at rear",1,0
2172,00-04-13-022,4/13/00,27,East 73rd Street,Mn,UES,Tables at coffee bar,1,0
2173,00-04-13-023,4/13/00,25 or 26,Riverside Drive,Mn,WEC,Floor added,1,1
2174,00-04-13-024,4/13/00,1 or 3,Riverside Drive,Mn,IL,Work,1,0
2175,00-04-14-025,4/14/00,322,West 75th Street,Mn,WEC,Rooftop addition; 15 Sept 03: noncompliant windows,1,1
2178,00-04-17-028,4/15/00,485,Clinton Street,Bn,NOT DESIGNATED,Sidewalk & lawn alterations,1,0
2179,00-04-17-029,4/17/00,123,St. Mark's Place,SI,SG,Windows,1,1
2180,00-04-17-030,4/17/00,37,Belair Road,SI,IL,Aluminum siding installed in '80 or '81,1,0
2181,00-04-17-031,4/17/00,267,Bleecker Street,Mn,NOT DESIGNATED,Village Tattoo Neon,1,0
2282,00-04-18-032,4/18/00,330,East 18th Street,Mn,IL,Failure to maintain lawn; 29 June 00: construction shed; 3 Nov 00: ladder leaning on fence,1,0
2284,00-04-19-034,4/19/00,77,Irving Place,Mn,NOT DESIGNATED,Sign at tree,1,0
2285,00-04-19-035,4/19/00,165,DeKalb Avenue,Bn,FG,Shopfront alterations,1,1
2286,00-04-20-036,4/20/00,251,West 13th Street,Mn,GV,Lighting at roof,1,1
2287,00-04-20-037,4/20/00,327,St. Nicholas Avenue,Mn,NOT DESIGNATED,Door repaired with metal sheeting,1,0
2288,00-04-20-038,4/20/00,127,East 10th Street,Mn,SMA,Paving at rear,1,0
2289,00-04-21-039,4/21/00,57,West 76th Street,Mn,UWS,Fence at rear in disrepair,1,0
2290,00-04-24-040,4/24/00,83,Grand Street,Mn,SOHO,Panes removed.,1,0
2291,00-04-24-041,4/24/00,257,Degraw Street,Bn,COB,Window openings & steps altered,1,1
2292,00-04-24-042,4/24/00,[66],Pearl Street,Mn,FTB,Stairs & stone painted.,1,1
2293,00-04-24-043,4/24/00,[435],East 52nd Street,Mn,NOT DESIGNATED,Window replacement at Riverhouse,1,0
2295,00-04-24-045,4/24/00,143,Atlantic Avenue,Bn,BH,Cornice replacement; 25 July 00: kennel installed,1,0
2296,00-04-24-046,4/24/00,112-116,Gates Avenue,Bn,CLIN,"Painting, replacing corbels; 22 June 00: Cementing at rear of 112, 114: rear cornice alts.",1,0
2297,00-04-24-047,4/24/00,128,Greene Avenue,Bn,CLIN,Replaced door & windows,1,1
2298,00-04-24-048,4/24/00,200,Greene Avenue,Bn,CLIN,Modern door & windows at rear façade,1,0
2302,00-04-25-052,4/25/00,[16302 - 16328],Liberty Avenue,Qn,NOT DESIGNATED,Cemetery vacant & in disrepair,1,0
2303,00-04-25-053,4/25/00,37-27 & 37-29,79th Street,Qn,JH,Aluminum awning & shutters,1,0
2304,00-04-25-054,4/25/00,1627-1635,Amsterdam Avenue,Mn,HHE,Shopfront Alterations,1,1
2306,00-04-28-056,4/28/00,508,East 78th Street,Mn,IL,Removing tiles at balconies (East River Houses),1,0
2307,00-04-28-057,4/28/00,750,Madison Avenue,Mn,UES,Banner,1,0
2308,00-04-28-058,4/28/00,76,Horatio Street,Mn,GV,Alterations at rear,1,1
2309,00-04-28-059,4/25/00,447,Henry Street,Bn,COB,Façade renovations,1,0
2310,00-04-28-060,4/24/00,35-25,77th Street,Qn,JH,Scaffolding in place,1,0
2311,00-05-01-001,5/1/00,31,West 9th Street,Mn,GV,Balcony replaced,1,0
2312,00-05-01-002,5/1/00,[112],West 21st Street,Mn,NOT DESIGNATED,Construction at bldg. next to cemetery,1,0
2313,00-05-01-003,5/1/00,110,Reade Street,Mn,TRIS,White window frames at 3rd & 4th floor rear & bricking up at rear; 2 Oct 00: shopfront,1,1
2314,00-05-01-004,5/1/00,164-166,Montague Street,Bn,BH,Monty's Restaurant sign,1,1
2315,00-05-02-005,5/2/00,184,7th Avenue South,Mn,GV,Fantasy Paris Sign,1,1
2316,00-05-02-006,5/2/00,34-58,90th Street,Qn,NOT DESIGNATED,Repointing,1,0
2317,00-05-02-007,5/2/00,33 or 35,West 89th Street,Mn,UWS,White windows,1,0
2318,00-05-02-008,5/2/00,30,East 74th Street,Mn,UES,Stained glass windows,1,1
2319,00-05-03-009,5/3/00,31,Strong Place,Bn,COB,Painting,1,1
2320,00-05-04-010,5/4/00,[150],Fifth Avenue,Mn,LM,Lens Crafters painted blue,1,0
2321,00-05-04-011,5/3/00,184,Duane Street,Mn,TRIW,Sidewalk replaced; 8 May 00: SF,1,0
2322,00-05-04-012,5/3/00,123,Fifth Avenue,Mn,LM,"Shopfront, security gates, signage",1,1
2323,00-05-04-013,5/3/00,18,West 18th Street,Mn,LM,"Entrance painted green, doors replaced",1,0
2324,00-05-08-014,5/8/00,70,Barrow Street,Mn,GV,Garbage enclosure,1,1
2326,00-05-08-016,5/8/00,328,West 12th Street,Mn,GV,Wall at roof,1,1
2331,00-05-09-021,5/11/00,60,West 75th Street,Mn,UWS,Ongoing work,1,0
2332,00-05-09-022,5/5/00,7,East 76th Street,Mn,UES,Lighting at entry,1,0
2333,00-05-09-023,5/5/00,8,East 64th Street,Mn,UES,Wood fence at roof,1,1
2488,01-07-10-018,7/10/00,[31],7th Avenue,Bn,PS,Façade work,1,0
2335,00-05-09-025,5/5/00,712,Madison Avenue,Mn,UES,Single pane windows at upper floors,1,0
2336,00-05-09-026,5/5/00,133,East 65th Street,Mn,UES,"Signage (""212"")",1,1
2337,00-05-10-027,5/10/00,443,Clinton Avenue,Bn,CLIN,"Bolts at rear, visible from Waverly Avenue",1,0
2338,00-05-11-028,5/11/00,35-63,80th Street,Qn,JH,Repointing,1,0
2339,00-05-12-029,5/12/00,75-15,37th Avenue,Qn,NOT DESIGNATED,"""Dollar Connection"" Sign",1,0
2340,00-05-15-030,5/15/00,99,Kent Street,Bn,GP,"Windows, doors",1,1
2341,00-05-15-031,5/15/00,15,St. Mark's Place,SI,SG,"Windows, stripping shingles, railings",1,0
2342,00-05-15-032,5/15/00,[300 - 370],West 33rd Street,Mn,IL,Alterations at Main Post Office,1,0
2343,00-05-16-033,5/16/00,148,Mercer Street,Mn,SOHO,"Illuminated sign, façade work",1,1
2345,00-05-16-035,5/16/00,37,Howard Street,Mn,NOT DESIGNATED,Façade work,1,0
2349,00-05-17-039,5/17/00,335,Manor Road,Qn,DOUG,Shutters repainted,1,0
2351,00-05-18-041,5/18/00,324,President Street,Bn,CG,"Removal of iron gate, alts. to areaway",1,1
2352,00-05-18-042,5/18/00,44,West 130th Street,Mn,IL,Porch in disrepair,1,0
2353,00-05-18-043,5/18/00,[151],East 19th Street,Mn,NOT DESIGNATED,Payphone to be installed,1,0
2354,00-05-18-044,5/18/00,35-56,87th Street,Qn,JH,"6' Fence; 7 Aug 00: Roof finished; 11 July 01: Repointing, removing half-timbering",1,1
